ZENITH(DEG),AZIMUTH(DEG),VERT(dBi),HORI(dBi),TOTAL(dBi)
86.0,311.0,-14.95,-26.06,-14.62
87.0,311.0,-16.78,-28.52,-16.49
88.0,311.0,-19.58,-32.01,-19.34
89.0,311.0,-24.82,-38.00,-24.62
0.0,312.0,-9.75,-8.57,-6.11
1.0,312.0,-9.75,-8.57,-6.11
2.0,312.0,-9.75,-8.57,-6.11
3.0,312.0,-9.74,-8.57,-6.10
4.0,312.0,-9.73,-8.57,-6.10
5.0,312.0,-9.72,-8.56,-6.09
6.0,312.0,-9.70,-8.56,-6.08
7.0,312.0,-9.69,-8.55,-6.07
8.0,312.0,-9.67,-8.55,-6.06
9.0,312.0,-9.65,-8.54,-6.05
10.0,312.0,-9.62,-8.54,-6.04
11.0,312.0,-9.59,-8.53,-6.02
12.0,312.0,-9.57,-8.52,-6.00
13.0,312.0,-9.53,-8.52,-5.99
14.0,312.0,-9.50,-8.51,-5.97
15.0,312.0,-9.46,-8.50,-5.95
16.0,312.0,-9.43,-8.50,-5.93
17.0,312.0,-9.39,-8.49,-5.91
18.0,312.0,-9.35,-8.48,-5.88
19.0,312.0,-9.30,-8.48,-5.86
20.0,312.0,-9.26,-8.47,-5.84
21.0,312.0,-9.21,-8.47,-5.81
22.0,312.0,-9.17,-8.46,-5.79
23.0,312.0,-9.12,-8.46,-5.76
24.0,312.0,-9.07,-8.46,-5.74
25.0,312.0,-9.02,-8.45,-5.72
26.0,312.0,-8.96,-8.45,-5.69
27.0,312.0,-8.91,-8.45,-5.67
28.0,312.0,-8.86,-8.46,-5.64
29.0,312.0,-8.80,-8.46,-5.62
30.0,312.0,-8.75,-8.47,-5.60
31.0,312.0,-8.69,-8.48,-5.57
32.0,312.0,-8.64,-8.49,-5.55
33.0,312.0,-8.58,-8.50,-5.53
34.0,312.0,-8.53,-8.52,-5.51
35.0,312.0,-8.47,-8.53,-5.49
36.0,312.0,-8.42,-8.56,-5.48
37.0,312.0,-8.37,-8.58,-5.46
38.0,312.0,-8.31,-8.61,-5.45
39.0,312.0,-8.26,-8.64,-5.44
40.0,312.0,-8.21,-8.68,-5.43
41.0,312.0,-8.16,-8.72,-5.42
42.0,312.0,-8.11,-8.76,-5.41
43.0,312.0,-8.06,-8.81,-5.41
44.0,312.0,-8.01,-8.86,-5.41
45.0,312.0,-7.97,-8.92,-5.41
46.0,312.0,-7.92,-8.98,-5.41
47.0,312.0,-7.88,-9.05,-5.42
48.0,312.0,-7.84,-9.13,-5.43
49.0,312.0,-7.81,-9.21,-5.44
50.0,312.0,-7.77,-9.30,-5.46
51.0,312.0,-7.74,-9.39,-5.48
52.0,312.0,-7.71,-9.50,-5.50
53.0,312.0,-7.69,-9.61,-5.53
54.0,312.0,-7.66,-9.72,-5.56
55.0,312.0,-7.64,-9.85,-5.60
56.0,312.0,-7.63,-9.98,-5.64
57.0,312.0,-7.62,-10.13,-5.68
58.0,312.0,-7.61,-10.28,-5.74
59.0,312.0,-7.61,-10.45,-5.79
60.0,312.0,-7.61,-10.62,-5.85
61.0,312.0,-7.62,-10.81,-5.92
62.0,312.0,-7.64,-11.01,-6.00
63.0,312.0,-7.66,-11.23,-6.08
64.0,312.0,-7.69,-11.45,-6.16
65.0,312.0,-7.72,-11.70,-6.26
66.0,312.0,-7.77,-11.96,-6.37
67.0,312.0,-7.82,-12.23,-6.48
68.0,312.0,-7.89,-12.53,-6.60
69.0,312.0,-7.96,-12.85,-6.74
70.0,312.0,-8.05,-13.19,-6.89
71.0,312.0,-8.15,-13.55,-7.05
72.0,312.0,-8.26,-13.94,-7.22
73.0,312.0,-8.39,-14.36,-7.41
74.0,312.0,-8.55,-14.81,-7.63
75.0,312.0,-8.72,-15.30,-7.86
76.0,312.0,-8.92,-15.83,-8.12
77.0,312.0,-9.16,-16.41,-8.41
78.0,312.0,-9.43,-17.04,-8.73
79.0,312.0,-9.74,-17.74,-9.10
80.0,312.0,-10.11,-18.51,-9.52
81.0,312.0,-10.54,-19.37,-10.01
82.0,312.0,-11.06,-20.34,-10.57
83.0,312.0,-11.69,-21.46,-11.25
84.0,312.0,-12.47,-22.75,-12.08
85.0,312.0,-13.46,-24.29,-13.12
86.0,312.0,-14.77,-26.19,-14.47
87.0,312.0,-16.60,-28.65,-16.34
88.0,312.0,-19.41,-32.14,-19.18
89.0,312.0,-24.65,-38.14,-24.46
0.0,313.0,-9.58,-8.71,-6.11
1.0,313.0,-9.58,-8.71,-6.11
2.0,313.0,-9.58,-8.71,-6.11
3.0,313.0,-9.57,-8.70,-6.10
4.0,313.0,-9.56,-8.70,-6.10
5.0,313.0,-9.55,-8.70,-6.09
6.0,313.0,-9.53,-8.69,-6.08
7.0,313.0,-9.52,-8.69,-6.07
8.0,313.0,-9.50,-8.68,-6.06
9.0,313.0,-9.48,-8.68,-6.05
10.0,313.0,-9.45,-8.67,-6.03
11.0,313.0,-9.42,-8.67,-6.02
12.0,313.0,-9.39,-8.66,-6.00
13.0,313.0,-9.36,-8.65,-5.98
14.0,313.0,-9.33,-8.65,-5.96
15.0,313.0,-9.29,-8.64,-5.94
16.0,313.0,-9.26,-8.63,-5.92
17.0,313.0,-9.22,-8.62,-5.90
18.0,313.0,-9.18,-8.62,-5.88
19.0,313.0,-9.13,-8.61,-5.85
20.0,313.0,-9.09,-8.61,-5.83
21.0,313.0,-9.04,-8.60,-5.81
22.0,313.0,-9.00,-8.60,-5.78
23.0,313.0,-8.95,-8.59,-5.76
24.0,313.0,-8.90,-8.59,-5.73
25.0,313.0,-8.85,-8.59,-5.71
26.0,313.0,-8.79,-8.59,-5.68
27.0,313.0,-8.74,-8.59,-5.65
28.0,313.0,-8.69,-8.59,-5.63
29.0,313.0,-8.63,-8.60,-5.61
30.0,313.0,-8.58,-8.60,-5.58
31.0,313.0,-8.53,-8.61,-5.56
32.0,313.0,-8.47,-8.62,-5.54
33.0,313.0,-8.42,-8.64,-5.51
34.0,313.0,-8.36,-8.65,-5.49
35.0,313.0,-8.31,-8.67,-5.47
36.0,313.0,-8.25,-8.69,-5.46
37.0,313.0,-8.20,-8.72,-5.44
38.0,313.0,-8.14,-8.74,-5.42
39.0,313.0,-8.09,-8.78,-5.41
40.0,313.0,-8.04,-8.81,-5.40
41.0,313.0,-7.99,-8.85,-5.39
42.0,313.0,-7.94,-8.90,-5.38
43.0,313.0,-7.89,-8.94,-5.38
44.0,313.0,-7.84,-9.00,-5.37
45.0,313.0,-7.80,-9.06,-5.37
46.0,313.0,-7.76,-9.12,-5.37
47.0,313.0,-7.71,-9.19,-5.38
48.0,313.0,-7.68,-9.26,-5.39
49.0,313.0,-7.64,-9.35,-5.40
50.0,313.0,-7.60,-9.43,-5.41
51.0,313.0,-7.57,-9.53,-5.43
52.0,313.0,-7.54,-9.63,-5.45
53.0,313.0,-7.52,-9.74,-5.48
54.0,313.0,-7.50,-9.86,-5.51
55.0,313.0,-7.48,-9.98,-5.54
56.0,313.0,-7.46,-10.12,-5.58
57.0,313.0,-7.45,-10.26,-5.62
58.0,313.0,-7.45,-10.42,-5.67
59.0,313.0,-7.44,-10.58,-5.73
60.0,313.0,-7.45,-10.76,-5.79
61.0,313.0,-7.46,-10.95,-5.85
62.0,313.0,-7.47,-11.15,-5.92
63.0,313.0,-7.49,-11.36,-6.00
64.0,313.0,-7.52,-11.59,-6.09
65.0,313.0,-7.56,-11.83,-6.18
66.0,313.0,-7.60,-12.09,-6.28
67.0,313.0,-7.66,-12.37,-6.39
68.0,313.0,-7.72,-12.67,-6.51
69.0,313.0,-7.79,-12.98,-6.64
70.0,313.0,-7.88,-13.32,-6.79
71.0,313.0,-7.98,-13.69,-6.95
72.0,313.0,-8.10,-14.08,-7.12
73.0,313.0,-8.23,-14.50,-7.31
74.0,313.0,-8.38,-14.95,-7.52
75.0,313.0,-8.56,-15.44,-7.75
76.0,313.0,-8.76,-15.97,-8.00
77.0,313.0,-8.99,-16.55,-8.29
78.0,313.0,-9.26,-17.18,-8.61
79.0,313.0,-9.57,-17.88,-8.97
80.0,313.0,-9.94,-18.65,-9.39
81.0,313.0,-10.37,-19.51,-9.87
82.0,313.0,-10.89,-20.48,-10.44
83.0,313.0,-11.52,-21.59,-11.12
84.0,313.0,-12.30,-22.89,-11.94
85.0,313.0,-13.30,-24.43,-12.98
86.0,313.0,-14.61,-26.33,-14.33
87.0,313.0,-16.44,-28.79,-16.19
88.0,313.0,-19.24,-32.28,-19.03
89.0,313.0,-24.49,-38.27,-24.31
0.0,314.0,-9.42,-8.85,-6.11
1.0,314.0,-9.42,-8.85,-6.11
2.0,314.0,-9.41,-8.84,-6.11
3.0,314.0,-9.40,-8.84,-6.10
4.0,314.0,-9.40,-8.84,-6.10
5.0,314.0,-9.38,-8.84,-6.09
6.0,314.0,-9.37,-8.83,-6.08
7.0,314.0,-9.35,-8.83,-6.07
8.0,314.0,-9.33,-8.82,-6.06
9.0,314.0,-9.31,-8.82,-6.05
10.0,314.0,-9.29,-8.81,-6.03
11.0,314.0,-9.26,-8.81,-6.02
12.0,314.0,-9.23,-8.80,-6.00
13.0,314.0,-9.20,-8.79,-5.98
14.0,314.0,-9.17,-8.79,-5.96
15.0,314.0,-9.13,-8.78,-5.94
16.0,314.0,-9.09,-8.77,-5.92
17.0,314.0,-9.05,-8.76,-5.90
18.0,314.0,-9.01,-8.76,-5.87
19.0,314.0,-8.97,-8.75,-5.85
20.0,314.0,-8.93,-8.75,-5.82
21.0,314.0,-8.88,-8.74,-5.80
22.0,314.0,-8.83,-8.74,-5.77
23.0,314.0,-8.78,-8.73,-5.75
24.0,314.0,-8.73,-8.73,-5.72
25.0,314.0,-8.68,-8.73,-5.70
26.0,314.0,-8.63,-8.73,-5.67
27.0,314.0,-8.58,-8.73,-5.64
28.0,314.0,-8.53,-8.73,-5.62
29.0,314.0,-8.47,-8.74,-5.59
30.0,314.0,-8.42,-8.74,-5.57
31.0,314.0,-8.36,-8.75,-5.54
32.0,314.0,-8.31,-8.76,-5.52
33.0,314.0,-8.25,-8.78,-5.50
34.0,314.0,-8.20,-8.79,-5.47
35.0,314.0,-8.14,-8.81,-5.45
36.0,314.0,-8.09,-8.83,-5.43
37.0,314.0,-8.03,-8.86,-5.42
38.0,314.0,-7.98,-8.88,-5.40
39.0,314.0,-7.93,-8.92,-5.38
40.0,314.0,-7.88,-8.95,-5.37
41.0,314.0,-7.83,-8.99,-5.36
42.0,314.0,-7.78,-9.04,-5.35
43.0,314.0,-7.73,-9.08,-5.34
44.0,314.0,-7.68,-9.14,-5.34
45.0,314.0,-7.64,-9.20,-5.34
46.0,314.0,-7.59,-9.26,-5.34
47.0,314.0,-7.55,-9.33,-5.34
48.0,314.0,-7.51,-9.40,-5.35
49.0,314.0,-7.48,-9.49,-5.36
50.0,314.0,-7.44,-9.57,-5.37
51.0,314.0,-7.41,-9.67,-5.38
52.0,314.0,-7.38,-9.77,-5.40
53.0,314.0,-7.36,-9.88,-5.43
54.0,314.0,-7.33,-10.00,-5.46
55.0,314.0,-7.32,-10.13,-5.49
56.0,314.0,-7.30,-10.26,-5.52
57.0,314.0,-7.29,-10.41,-5.56
58.0,314.0,-7.28,-10.56,-5.61
59.0,314.0,-7.28,-10.72,-5.66
60.0,314.0,-7.29,-10.90,-5.72
61.0,314.0,-7.30,-11.09,-5.78
62.0,314.0,-7.31,-11.29,-5.85
63.0,314.0,-7.33,-11.50,-5.93
64.0,314.0,-7.36,-11.73,-6.01
65.0,314.0,-7.40,-11.97,-6.10
66.0,314.0,-7.44,-12.23,-6.20
67.0,314.0,-7.50,-12.51,-6.31
68.0,314.0,-7.56,-12.81,-6.42
69.0,314.0,-7.63,-13.12,-6.55
70.0,314.0,-7.72,-13.46,-6.69
71.0,314.0,-7.82,-13.83,-6.85
72.0,314.0,-7.94,-14.22,-7.02
73.0,314.0,-8.07,-14.64,-7.20
74.0,314.0,-8.22,-15.09,-7.41
75.0,314.0,-8.40,-15.58,-7.64
76.0,314.0,-8.60,-16.11,-7.89
77.0,314.0,-8.83,-16.69,-8.17
78.0,314.0,-9.10,-17.32,-8.49
79.0,314.0,-9.41,-18.02,-8.85
80.0,314.0,-9.78,-18.79,-9.27
81.0,314.0,-10.21,-19.65,-9.75
82.0,314.0,-10.73,-20.62,-10.31
83.0,314.0,-11.36,-21.73,-10.98
84.0,314.0,-12.14,-23.03,-11.80
85.0,314.0,-13.14,-24.57,-12.84
86.0,314.0,-14.45,-26.47,-14.18
87.0,314.0,-16.28,-28.93,-16.05
88.0,314.0,-19.08,-32.42,-18.88
89.0,314.0,-24.33,-38.41,-24.16
0.0,315.0,-9.26,-8.99,-6.11
1.0,315.0,-9.26,-8.99,-6.11
2.0,315.0,-9.25,-8.99,-6.11
3.0,315.0,-9.25,-8.99,-6.10
4.0,315.0,-9.24,-8.98,-6.10
5.0,315.0,-9.22,-8.98,-6.09
6.0,315.0,-9.21,-8.98,-6.08
7.0,315.0,-9.19,-8.97,-6.07
8.0,315.0,-9.17,-8.97,-6.06
9.0,315.0,-9.15,-8.96,-6.05
10.0,315.0,-9.13,-8.96,-6.03
11.0,315.0,-9.10,-8.95,-6.01
12.0,315.0,-9.07,-8.94,-6.00
13.0,315.0,-9.04,-8.94,-5.98
14.0,315.0,-9.01,-8.93,-5.96
15.0,315.0,-8.97,-8.92,-5.94
16.0,315.0,-8.93,-8.92,-5.91
17.0,315.0,-8.90,-8.91,-5.89
18.0,315.0,-8.85,-8.90,-5.87
19.0,315.0,-8.81,-8.90,-5.84
20.0,315.0,-8.77,-8.89,-5.82
21.0,315.0,-8.72,-8.89,-5.79
22.0,315.0,-8.67,-8.88,-5.77
23.0,315.0,-8.63,-8.88,-5.74
24.0,315.0,-8.58,-8.87,-5.71
25.0,315.0,-8.52,-8.87,-5.69
26.0,315.0,-8.47,-8.87,-5.66
27.0,315.0,-8.42,-8.87,-5.63
28.0,315.0,-8.37,-8.88,-5.60
29.0,315.0,-8.31,-8.88,-5.58
30.0,315.0,-8.26,-8.89,-5.55
31.0,315.0,-8.20,-8.90,-5.53
32.0,315.0,-8.15,-8.91,-5.50
33.0,315.0,-8.10,-8.92,-5.48
34.0,315.0,-8.04,-8.94,-5.45
35.0,315.0,-7.99,-8.95,-5.43
36.0,315.0,-7.93,-8.98,-5.41
37.0,315.0,-7.88,-9.00,-5.39
38.0,315.0,-7.82,-9.03,-5.37
39.0,315.0,-7.77,-9.06,-5.36
40.0,315.0,-7.72,-9.10,-5.34
41.0,315.0,-7.67,-9.14,-5.33
42.0,315.0,-7.62,-9.18,-5.32
43.0,315.0,-7.57,-9.23,-5.31
44.0,315.0,-7.53,-9.28,-5.31
45.0,315.0,-7.48,-9.34,-5.30
46.0,315.0,-7.44,-9.41,-5.30
47.0,315.0,-7.40,-9.47,-5.30
48.0,315.0,-7.36,-9.55,-5.31
49.0,315.0,-7.32,-9.63,-5.31
50.0,315.0,-7.29,-9.72,-5.32
51.0,315.0,-7.26,-9.81,-5.34
52.0,315.0,-7.23,-9.92,-5.36
53.0,315.0,-7.20,-10.03,-5.38
54.0,315.0,-7.18,-10.14,-5.40
55.0,315.0,-7.16,-10.27,-5.43
56.0,315.0,-7.15,-10.41,-5.47
57.0,315.0,-7.14,-10.55,-5.51
58.0,315.0,-7.13,-10.71,-5.55
59.0,315.0,-7.13,-10.87,-5.60
60.0,315.0,-7.13,-11.05,-5.65
61.0,315.0,-7.14,-11.23,-5.71
62.0,315.0,-7.16,-11.44,-5.78
63.0,315.0,-7.18,-11.65,-5.85
64.0,315.0,-7.21,-11.88,-5.93
65.0,315.0,-7.24,-12.12,-6.02
66.0,315.0,-7.29,-12.38,-6.12
67.0,315.0,-7.34,-12.66,-6.22
68.0,315.0,-7.40,-12.95,-6.34
69.0,315.0,-7.48,-13.27,-6.46
70.0,315.0,-7.56,-13.61,-6.60
71.0,315.0,-7.67,-13.97,-6.75
72.0,315.0,-7.78,-14.36,-6.92
73.0,315.0,-7.91,-14.78,-7.10
74.0,315.0,-8.07,-15.23,-7.30
75.0,315.0,-8.24,-15.72,-7.53
76.0,315.0,-8.44,-16.26,-7.78
77.0,315.0,-8.68,-16.83,-8.06
78.0,315.0,-8.95,-17.47,-8.37
79.0,315.0,-9.26,-18.16,-8.73
80.0,315.0,-9.63,-18.93,-9.14
81.0,315.0,-10.06,-19.79,-9.62
82.0,315.0,-10.58,-20.77,-10.18
83.0,315.0,-11.21,-21.88,-10.85
84.0,315.0,-11.99,-23.17,-11.67
85.0,315.0,-12.98,-24.72,-12.70
86.0,315.0,-14.29,-26.61,-14.05
87.0,315.0,-16.12,-29.08,-15.91
88.0,315.0,-18.93,-32.57,-18.74
89.0,315.0,-24.17,-38.56,-24.02
0.0,316.0,-9.10,-9.14,-6.11
1.0,316.0,-9.10,-9.14,-6.11
2.0,316.0,-9.10,-9.14,-6.11
3.0,316.0,-9.09,-9.14,-6.10
4.0,316.0,-9.08,-9.13,-6.10
5.0,316.0,-9.07,-9.13,-6.09
6.0,316.0,-9.06,-9.13,-6.08
7.0,316.0,-9.04,-9.12,-6.07
8.0,316.0,-9.02,-9.12,-6.06
9.0,316.0,-9.00,-9.11,-6.04
10.0,316.0,-8.97,-9.11,-6.03
11.0,316.0,-8.95,-9.10,-6.01
12.0,316.0,-8.92,-9.09,-5.99
13.0,316.0,-8.89,-9.09,-5.98
14.0,316.0,-8.85,-9.08,-5.95
15.0,316.0,-8.82,-9.07,-5.93
16.0,316.0,-8.78,-9.07,-5.91
17.0,316.0,-8.74,-9.06,-5.89
18.0,316.0,-8.70,-9.05,-5.86
19.0,316.0,-8.66,-9.05,-5.84
20.0,316.0,-8.61,-9.04,-5.81
21.0,316.0,-8.57,-9.03,-5.78
22.0,316.0,-8.52,-9.03,-5.76
23.0,316.0,-8.47,-9.03,-5.73
24.0,316.0,-8.42,-9.02,-5.70
25.0,316.0,-8.37,-9.02,-5.68
26.0,316.0,-8.32,-9.02,-5.65
27.0,316.0,-8.27,-9.02,-5.62
28.0,316.0,-8.22,-9.03,-5.59
29.0,316.0,-8.16,-9.03,-5.56
30.0,316.0,-8.11,-9.04,-5.54
31.0,316.0,-8.05,-9.05,-5.51
32.0,316.0,-8.00,-9.06,-5.48
33.0,316.0,-7.94,-9.07,-5.46
34.0,316.0,-7.89,-9.09,-5.44
35.0,316.0,-7.83,-9.10,-5.41
36.0,316.0,-7.78,-9.13,-5.39
37.0,316.0,-7.73,-9.15,-5.37
38.0,316.0,-7.67,-9.18,-5.35
39.0,316.0,-7.62,-9.21,-5.33
40.0,316.0,-7.57,-9.25,-5.32
41.0,316.0,-7.52,-9.29,-5.30
42.0,316.0,-7.47,-9.33,-5.29
43.0,316.0,-7.42,-9.38,-5.28
44.0,316.0,-7.37,-9.43,-5.27
45.0,316.0,-7.33,-9.49,-5.27
46.0,316.0,-7.29,-9.56,-5.26
47.0,316.0,-7.25,-9.63,-5.26
48.0,316.0,-7.21,-9.70,-5.27
49.0,316.0,-7.17,-9.78,-5.27
50.0,316.0,-7.14,-9.87,-5.28
51.0,316.0,-7.10,-9.97,-5.29
52.0,316.0,-7.08,-10.07,-5.31
53.0,316.0,-7.05,-10.18,-5.33
54.0,316.0,-7.03,-10.30,-5.35
55.0,316.0,-7.01,-10.42,-5.38
56.0,316.0,-7.00,-10.56,-5.41
57.0,316.0,-6.99,-10.70,-5.45
58.0,316.0,-6.98,-10.86,-5.49
59.0,316.0,-6.98,-11.02,-5.53
60.0,316.0,-6.98,-11.20,-5.59
61.0,316.0,-6.99,-11.39,-5.64
62.0,316.0,-7.01,-11.59,-5.71
63.0,316.0,-7.03,-11.80,-5.78
64.0,316.0,-7.06,-12.03,-5.86
65.0,316.0,-7.09,-12.27,-5.94
66.0,316.0,-7.14,-12.53,-6.04
67.0,316.0,-7.19,-12.81,-6.14
68.0,316.0,-7.25,-13.10,-6.25
69.0,316.0,-7.33,-13.42,-6.37
70.0,316.0,-7.42,-13.76,-6.51
71.0,316.0,-7.52,-14.12,-6.66
72.0,316.0,-7.63,-14.51,-6.82
73.0,316.0,-7.76,-14.93,-7.00
74.0,316.0,-7.92,-15.39,-7.20
75.0,316.0,-8.09,-15.88,-7.42
76.0,316.0,-8.29,-16.41,-7.67
77.0,316.0,-8.53,-16.98,-7.95
78.0,316.0,-8.80,-17.62,-8.26
79.0,316.0,-9.11,-18.31,-8.62
80.0,316.0,-9.48,-19.08,-9.03
81.0,316.0,-9.91,-19.95,-9.50
82.0,316.0,-10.43,-20.92,-10.06
83.0,316.0,-11.06,-22.03,-10.73
84.0,316.0,-11.84,-23.32,-11.54
85.0,316.0,-12.83,-24.87,-12.57
86.0,316.0,-14.15,-26.77,-13.91
87.0,316.0,-15.98,-29.23,-15.77
88.0,316.0,-18.78,-32.72,-18.61
89.0,316.0,-24.02,-38.71,-23.88
0.0,317.0,-8.96,-9.30,-6.11
1.0,317.0,-8.95,-9.29,-6.11
2.0,317.0,-8.95,-9.29,-6.11
3.0,317.0,-8.94,-9.29,-6.10
4.0,317.0,-8.93,-9.29,-6.10
5.0,317.0,-8.92,-9.29,-6.09
6.0,317.0,-8.91,-9.28,-6.08
7.0,317.0,-8.89,-9.28,-6.07
8.0,317.0,-8.87,-9.27,-6.06
9.0,317.0,-8.85,-9.27,-6.04
10.0,317.0,-8.83,-9.26,-6.03
11.0,317.0,-8.80,-9.25,-6.01
12.0,317.0,-8.77,-9.25,-5.99
13.0,317.0,-8.74,-9.24,-5.97
14.0,317.0,-8.71,-9.23,-5.95
15.0,317.0,-8.67,-9.23,-5.93
16.0,317.0,-8.63,-9.22,-5.91
17.0,317.0,-8.59,-9.21,-5.88
18.0,317.0,-8.55,-9.21,-5.86
19.0,317.0,-8.51,-9.20,-5.83
20.0,317.0,-8.47,-9.20,-5.81
21.0,317.0,-8.42,-9.19,-5.78
22.0,317.0,-8.37,-9.19,-5.75
23.0,317.0,-8.33,-9.18,-5.72
24.0,317.0,-8.28,-9.18,-5.69
25.0,317.0,-8.22,-9.18,-5.67
26.0,317.0,-8.17,-9.18,-5.64
27.0,317.0,-8.12,-9.18,-5.61
28.0,317.0,-8.07,-9.18,-5.58
29.0,317.0,-8.01,-9.19,-5.55
30.0,317.0,-7.96,-9.19,-5.52
31.0,317.0,-7.91,-9.20,-5.50
32.0,317.0,-7.85,-9.21,-5.47
33.0,317.0,-7.80,-9.23,-5.44
34.0,317.0,-7.74,-9.24,-5.42
35.0,317.0,-7.69,-9.26,-5.39
36.0,317.0,-7.63,-9.28,-5.37
37.0,317.0,-7.58,-9.31,-5.35
38.0,317.0,-7.53,-9.33,-5.33
39.0,317.0,-7.47,-9.37,-5.31
40.0,317.0,-7.42,-9.40,-5.29
41.0,317.0,-7.37,-9.44,-5.27
42.0,317.0,-7.32,-9.49,-5.26
43.0,317.0,-7.28,-9.54,-5.25
44.0,317.0,-7.23,-9.59,-5.24
45.0,317.0,-7.18,-9.65,-5.23
46.0,317.0,-7.14,-9.71,-5.23
47.0,317.0,-7.10,-9.78,-5.23
48.0,317.0,-7.06,-9.86,-5.23
49.0,317.0,-7.02,-9.94,-5.23
50.0,317.0,-6.99,-10.03,-5.24
51.0,317.0,-6.96,-10.12,-5.25
52.0,317.0,-6.93,-10.22,-5.26
53.0,317.0,-6.91,-10.33,-5.28
54.0,317.0,-6.88,-10.45,-5.30
55.0,317.0,-6.87,-10.58,-5.33
56.0,317.0,-6.85,-10.71,-5.36
57.0,317.0,-6.84,-10.86,-5.39
58.0,317.0,-6.83,-11.01,-5.43
59.0,317.0,-6.83,-11.18,-5.47
60.0,317.0,-6.84,-11.35,-5.52
61.0,317.0,-6.85,-11.54,-5.58
62.0,317.0,-6.86,-11.74,-5.64
63.0,317.0,-6.88,-11.96,-5.71
64.0,317.0,-6.91,-12.18,-5.78
65.0,317.0,-6.95,-12.43,-5.87
66.0,317.0,-6.99,-12.69,-5.96
67.0,317.0,-7.05,-12.96,-6.06
68.0,317.0,-7.11,-13.26,-6.17
69.0,317.0,-7.18,-13.58,-6.29
70.0,317.0,-7.27,-13.92,-6.42
71.0,317.0,-7.37,-14.28,-6.57
72.0,317.0,-7.49,-14.67,-6.73
73.0,317.0,-7.62,-15.09,-6.90
74.0,317.0,-7.77,-15.54,-7.10
75.0,317.0,-7.95,-16.03,-7.32
76.0,317.0,-8.15,-16.56,-7.57
77.0,317.0,-8.38,-17.14,-7.84
78.0,317.0,-8.65,-17.77,-8.15
79.0,317.0,-8.97,-18.47,-8.50
80.0,317.0,-9.33,-19.24,-8.91
81.0,317.0,-9.77,-20.10,-9.38
82.0,317.0,-10.29,-21.07,-9.94
83.0,317.0,-10.92,-22.19,-10.60
84.0,317.0,-11.70,-23.48,-11.42
85.0,317.0,-12.69,-25.02,-12.44
86.0,317.0,-14.00,-26.92,-13.79
87.0,317.0,-15.83,-29.39,-15.64
88.0,317.0,-18.63,-32.87,-18.47
89.0,317.0,-23.88,-38.87,-23.74
0.0,318.0,-8.81,-9.46,-6.11
1.0,318.0,-8.81,-9.46,-6.11
2.0,318.0,-8.81,-9.45,-6.11
3.0,318.0,-8.80,-9.45,-6.10
4.0,318.0,-8.79,-9.45,-6.10
5.0,318.0,-8.78,-9.45,-6.09
6.0,318.0,-8.77,-9.44,-6.08
7.0,318.0,-8.75,-9.44,-6.07
8.0,318.0,-8.73,-9.43,-6.06
9.0,318.0,-8.71,-9.43,-6.04
10.0,318.0,-8.68,-9.42,-6.03
11.0,318.0,-8.66,-9.42,-6.01
12.0,318.0,-8.63,-9.41,-5.99
13.0,318.0,-8.60,-9.40,-5.97
14.0,318.0,-8.56,-9.39,-5.95
15.0,318.0,-8.53,-9.39,-5.93
16.0,318.0,-8.49,-9.38,-5.90
17.0,318.0,-8.45,-9.37,-5.88
18.0,318.0,-8.41,-9.37,-5.85
19.0,318.0,-8.37,-9.36,-5.83
20.0,318.0,-8.32,-9.36,-5.80
21.0,318.0,-8.28,-9.35,-5.77
22.0,318.0,-8.23,-9.35,-5.74
23.0,318.0,-8.18,-9.34,-5.71
24.0,318.0,-8.13,-9.34,-5.68
25.0,318.0,-8.08,-9.34,-5.66
26.0,318.0,-8.03,-9.34,-5.63
27.0,318.0,-7.98,-9.34,-5.60
28.0,318.0,-7.93,-9.34,-5.57
29.0,318.0,-7.87,-9.35,-5.54
30.0,318.0,-7.82,-9.35,-5.51
31.0,318.0,-7.76,-9.36,-5.48
32.0,318.0,-7.71,-9.37,-5.45
33.0,318.0,-7.65,-9.39,-5.42
34.0,318.0,-7.60,-9.40,-5.40
35.0,318.0,-7.55,-9.42,-5.37
36.0,318.0,-7.49,-9.44,-5.35
37.0,318.0,-7.44,-9.47,-5.33
38.0,318.0,-7.39,-9.50,-5.30
39.0,318.0,-7.33,-9.53,-5.28
40.0,318.0,-7.28,-9.56,-5.26
41.0,318.0,-7.23,-9.60,-5.25
42.0,318.0,-7.18,-9.65,-5.23
43.0,318.0,-7.13,-9.70,-5.22
44.0,318.0,-7.09,-9.75,-5.21
45.0,318.0,-7.04,-9.81,-5.20
46.0,318.0,-7.00,-9.87,-5.19
47.0,318.0,-6.96,-9.94,-5.19
48.0,318.0,-6.92,-10.02,-5.19
49.0,318.0,-6.88,-10.10,-5.19
50.0,318.0,-6.85,-10.19,-5.20
51.0,318.0,-6.82,-10.28,-5.20
52.0,318.0,-6.79,-10.38,-5.22
53.0,318.0,-6.77,-10.49,-5.23
54.0,318.0,-6.74,-10.61,-5.25
55.0,318.0,-6.73,-10.74,-5.27
56.0,318.0,-6.71,-10.87,-5.30
57.0,318.0,-6.70,-11.02,-5.33
58.0,318.0,-6.69,-11.17,-5.37
59.0,318.0,-6.69,-11.34,-5.41
60.0,318.0,-6.70,-11.52,-5.46
61.0,318.0,-6.71,-11.70,-5.51
